ID,PredictedProb
1316,0.817635
1318,0.555784
1319,0.793875
1320,0.687393
1322,0.977126
1323,0.509417
1325,0.67143
1329,0.285282
1330,0.793388
1334,0.57023
1337,0.966406
1340,0.612426
1341,0.727524
1342,0.635899
1347,0.674256
1349,0.775709
1350,0.736763
1355,0.761694
1356,0.564569
1357,0.641737
1358,0.844619
1359,0.830446
1361,0.38464
1363,0.573609
1366,0.773179
1367,0.962475
1370,0.94449
1375,0.941773
1377,0.941064
1379,0.897782
1381,0.624238
1382,0.875637
1385,0.789505
1387,0.579411
1389,0.800718
1392,0.909741
1393,0.610421
1395,0.87458
1396,0.846312
1399,0.0736472
1400,0.0494428
1401,0.881043
1402,0.975169
1405,0.67815
1407,0.655
1409,0.962786
1413,0.40617
1414,0.190009
1415,0.827467
1417,0.597655
1421,0.360471
1422,0.933299
1423,0.249681
1425,0.844185
1426,0.0883872
1428,0.902694
1429,0.973516
1430,0.610921
1431,0.600797
1433,0.974544
1435,0.93264
1436,0.840441
1438,0.907085
1439,0.883122
1442,0.968497
1448,0.747998
1449,0.643112
1451,0.562604
1453,0.863249
1455,0.843509
1456,0.604503
1458,0.805842
1459,0.910981
1463,0.975761
1466,0.604342
1468,0.961393
1471,0.617871
1472,0.91661
1473,0.663367
1474,0.977302
1476,0.605441
1477,0.761815
1478,0.639563
1479,0.722361
1481,0.455961
1482,0.961978
1487,0.674266
1490,0.921237
1493,0.445374
1494,0.792358
1495,0.926416
1496,0.937687
1497,0.781586
1498,0.796131
1499,0.92276
1500,0.767281
1505,0.852343
1507,0.673345
1508,0.686246
1510,0.824754
1511,0.826976
1513,0.49237
1514,0.765178
1518,0.913709
1519,0.424067
1520,0.762991
1522,0.906412
1523,0.70861
1524,0.666834
1527,0.918627
1528,0.771882
1529,0.654372
1530,0.801311
1532,0.748317
1534,0.477423
1536,0.976578
1537,0.65477
1540,0.687391
1543,0.435521
1546,0.899506
1549,0.677925
1553,0.766745
1558,0.74825
1560,0.890347
1561,0.780627
1562,0.715453
1565,0.508456
1573,0.505951
1576,0.751078
1577,0.950687
1579,0.480563
1580,0.916338
1581,0.762982
1582,0.377924
1584,0.815808
1586,0.828135
1588,0.84792
1589,0.699905
1595,0.735265
1598,0.412717
1599,0.990129
1600,0.647675
1605,0.637954
1609,0.672567
1610,0.643691
1615,0.811366
1617,0.931018
1619,0.816064
1621,0.883583
1622,0.742433
1628,0.795641
1629,0.942513
1630,0.749398
1631,0.82516
1633,0.844886
1636,0.74094
1637,0.738324
1638,0.875016
1643,0.837762
1644,0.825678
1645,0.910255
1646,0.621865
1647,0.804089
1648,0.866219
1650,0.590153
1651,0.850758
1652,0.921769
1654,0.854509
1655,0.986123
1657,0.970149
1658,0.983084
1663,0.32939
1665,0.974869
1666,0.737848
1669,0.916859
1675,0.822262
1678,0.847198
1679,0.724875
1680,0.486471
1681,0.799964
1684,0.904069
1687,0.465428
1688,0.769118
1692,0.899527
1694,0.85884
1695,0.779641
1696,0.765442
1697,0.467073
1698,0.6718
1699,0.929128
1700,0.433569
1701,0.866839
1704,0.540015
1705,0.727273
1706,0.73082
1708,0.96315
1709,0.768774
1712,0.527603
1713,0.723706
1715,0.629931
1718,0.935125
1720,0.758069
1721,0.819428
1724,0.907004
1725,0.684216
1726,0.140611
1728,0.743431
1729,0.890555
1738,0.594959
1739,0.790741
1741,0.825549
1743,0.905186
1745,0.466537
1750,0.64923
1751,0.835168
1753,0.895761
1755,0.588935
1757,0.718373
1758,0.611995
1759,0.820397
1762,0.730603
1763,0.65047
1767,0.98295
1769,0.598092
1770,0.982375
1778,0.918312
1781,0.897287
1784,0.892661
1786,0.70525
1787,0.86311
1788,0.911389
1789,0.916908
1790,0.646063
1794,0.0819448
1795,0.827234
1797,0.977105
1801,0.865089
1802,0.819326
1809,0.962784
1810,0.92028
1811,0.801849
1816,0.759807
1817,0.739963
1818,0.60301
1820,0.598579
1821,0.650221
1822,0.228474
1823,0.922058
1829,0.793088
1833,0.897614
1834,0.815888
1836,0.741723
1837,0.967185
1839,0.8388
1842,0.812248
1845,0.965432
1849,0.728376
1851,0.953576
1852,0.608985
1853,0.660174
1855,0.807478
1856,0.756203
1857,0.90958
1859,0.829548
1860,0.514915
1861,0.926686
1862,0.847075
1864,0.875554
1865,0.854499
1869,0.842171
1871,0.529339
1872,0.968463
1873,0.717244
1874,0.574462
1875,0.410836
1878,0.852774
1879,0.798528
1880,0.591446
1882,0.927821
1887,0.913971
1893,0.714453
1896,0.787166
1900,0.73804
1902,0.785449
1904,0.925425
1906,0.566798
1907,0.897575
1909,0.771293
1911,0.792024
1913,0.636908
1915,0.76247
1917,0.121931
1918,0.570858
1919,0.615221
1921,0.776207
1922,0.975176
1923,0.943232
1926,0.695735
1927,0.461855
1928,0.918753
1929,0.882759
1931,0.768358
1932,0.862519
1938,0.960436
1940,0.501556
1941,0.790005
1942,0.616868
1944,0.543806
1948,0.526725
1949,0.830249
1951,0.889031
1953,0.837475
1954,0.796413
1955,0.988886
1956,0.809963
1957,0.941251
1958,0.98276
1959,0.905318
1961,0.826037
1962,0.760462
1965,0.781808
1969,0.814711
1971,0.667214
1978,0.97814
1982,0.967323
1984,0.579031
1985,0.746411
1986,0.758259
1987,0.723592
1988,0.676303
1989,0.764219
1990,0.663498
1991,0.898574
1993,0.944081
1994,0.827965
1999,0.697584
2000,0.766422
2001,0.629281
2002,0.944039
2003,0.380458
2004,0.526519
2008,0.950017
2011,0.80381
2013,0.902472
2017,0.970423
2020,0.92087
2021,0.942764
2024,0.868274
2026,0.474553
2031,0.896625
2035,0.593154
2039,0.961948
2040,0.850077
2044,0.895627
2045,0.916556
2046,0.719727
2047,0.702637
2048,0.779936
2052,0.82422
2053,0.73957
2054,0.695435
2055,0.738544
2058,0.79426
2059,0.722287
2060,0.565847
2063,0.806306
2064,0.777598
2065,0.972809
2066,0.888815
2070,0.381303
2073,0.908493
2076,0.867518
2077,0.0768415
2078,0.821296
2082,0.934974
2084,0.629576
2086,0.754478
2088,0.951089
2090,0.878982
2091,0.906526
2095,0.714685
2097,0.84105
2101,0.837903
2102,0.490623
2105,0.809465
2106,0.66787
2107,0.939554
2110,0.728225
2113,0.982149
2114,0.672504
2115,0.742223
2118,0.761372
2119,0.707364
2120,0.684313
2122,0.660775
2128,0.907543
2129,0.843852
2132,0.858747
2136,0.808171
2139,0.823458
2140,0.586186
2141,0.401081
2142,0.823392
2143,0.786584
2146,0.482227
2147,0.77397
2148,0.684857
2151,0.604847
2153,0.860127
2154,0.941087
2156,0.38897
2161,0.964967
2162,0.703372
2163,0.940649
2164,0.706623
2165,0.953719
2168,0.983944
2169,0.601118
2175,0.931657
2176,0.858828
2177,0.770257
2178,0.500302
2182,0.852691
2184,0.554735
2191,0.834539
2193,0.929497
2194,0.823419
2196,0.924751
2198,0.645889
2199,0.728342
2200,0.741971
2202,0.909447
2209,0.91689
2213,0.0799315
2217,0.954093
2218,0.544571
2224,0.612664
2225,0.100138
2231,0.947055
2233,0.81313
2234,0.835185
2235,0.55556
2237,0.803166
2238,0.463963
2240,0.713895
2242,0.819838
2244,0.670925
2246,0.950123
2247,0.669411
2248,0.987418
2249,0.969107
2250,0.961477
2252,0.731585
2254,0.769728
2257,0.824859
2258,0.729448
2262,0.551006
2265,0.785363
2268,0.954712
2270,0.854929
2280,0.911326
2281,0.984791
2283,0.954168
2285,0.255649
2289,0.956411
2290,0.653892
2291,0.765118
2293,0.825348
2294,0.754905
2295,0.912382
2300,0.83114
2304,0.920268
2307,0.543583
2310,0.976386
2312,0.885497
2313,0.33248
2318,0.674532
2319,0.842696
2322,0.593715
2324,0.830602
2326,0.962809
2328,0.764082
2331,0.783771
2334,0.0502269
2335,0.723999
2336,0.809471
2339,0.927625
2340,0.877829
2341,0.976333
2344,0.985426
2349,0.960422
2352,0.93948
2353,0.866427
2357,0.416274
2362,0.72958
2364,0.692325
2365,0.601464
2366,0.716458
2367,0.575572
2368,0.866998
2370,0.975919
2373,0.786733
2375,0.605187
2376,0.986344
2377,0.903598
2382,0.977668
2384,0.627629
2385,0.817353
2388,0.762634
2389,0.441743
2390,0.856816
2391,0.774643
2393,0.918491
2396,0.803867
2397,0.657941
2398,0.968676
2399,0.682576
2400,0.850736
2401,0.390285
2402,0.904181
2404,0.526259
2406,0.949968
2408,0.600308
2409,0.901797
2410,0.798026
2411,0.766021
2413,0.757767
2415,0.834115
2417,0.93934
2422,0.894012
2423,0.442117
2424,0.855899
2426,0.969568
2429,0.714809
2430,0.589853
2432,0.64835
2433,0.886546
2436,0.988325
2437,0.937441
2438,0.888189
2439,0.785712
2440,0.638829
2444,0.662031
2445,0.502424
2446,0.530301
2454,0.844524
2455,0.72488
2456,0.964537
2458,0.440096
2459,0.303018
2460,0.62977
2461,0.883652
2462,0.673242
2464,0.68545
2465,0.862849
2467,0.983066
2468,0.908758
2474,0.618196
2480,0.61245
2481,0.637446
2484,0.737091
2485,0.635959
2486,0.809681
2487,0.753419
2491,0.877399
2493,0.815539
2496,0.940515
2497,0.90855
2501,0.830763
2504,0.734829
2505,0.550553
2506,0.689838
2508,0.782665
2509,0.541452
2513,0.441746
2516,0.818307
2520,0.713906
2521,0.661017
2523,0.842483
2524,0.886281
2526,0.985819
2528,0.848408
2529,0.901173
2530,0.866408
2531,0.953352
2532,0.909853
2536,0.734478
2537,0.583996
2540,0.957275
2541,0.718603
2542,0.755707
2543,0.461709
2546,0.616704
2547,0.704762
2550,0.692981
2551,0.854166
2555,0.80213
2556,0.931689
2558,0.901664
2559,0.967291
2560,0.850339
2562,0.981039
2563,0.0592975
2564,0.891213
2565,0.5601
2568,0.873463
2569,0.773157
2570,0.7247
2572,0.743087
2573,0.838414
2574,0.607211
2575,0.838948
2576,0.85338
2582,0.846659
2583,0.491134
2586,0.675211
2590,0.56636
2591,0.756886
2592,0.879709
2593,0.972831
2595,0.822833
2596,0.899814
2597,0.666686
2598,0.691059
2600,0.975141
2601,0.869747
2603,0.553057
2604,0.816076
2605,0.936194
2606,0.970106
2608,0.790636
2609,0.856566
2610,0.861314
2611,0.431632
2614,0.864709
2615,0.857254
2616,0.712279
2618,0.623141
2620,0.773792
2623,0.714472
2624,0.983407
2625,0.734234
2627,0.608458
2629,0.822016
2630,0.795674
2631,0.967786
2632,0.956229
2633,0.832806
2634,0.794068
2635,0.532447
2636,0.902633
2637,0.637073
2638,0.975829
2641,0.680629
2643,0.663876
2644,0.299585
2647,0.788519
2648,0.809016
2649,0.944614
2651,0.510441
2654,0.866228
2655,0.83561
2656,0.943587
2659,0.437176
2661,0.794775
2662,0.664386
2664,0.954882
2665,0.722671
2666,0.938155
2667,0.731375
2668,0.790315
2671,0.160427
2673,0.898842
2676,0.67565
2678,0.717503
2680,0.943276
2681,0.975828
2683,0.507558
2687,0.519813
2688,0.929137
2689,0.803076
2691,0.835113
2693,0.906248
2695,0.805864
2697,0.617877
2699,0.874162
2701,0.640428
2702,0.591561
2703,0.837185
2706,0.932837
2707,0.952293
2708,0.902617
2709,0.875897
2714,0.752941
2715,0.507292
2716,0.681697
2717,0.961848
2719,0.896929
2721,0.891912
2722,0.851599
2723,0.654839
2724,0.589989
2727,0.989966
2730,0.865033
2731,0.770217
2736,0.895041
2738,0.883255
2740,0.902902
2744,0.767922
2745,0.168463
2748,0.660268
2749,0.320287
2750,0.684734
2751,0.412668
2752,0.723446
2754,0.752846
2755,0.883613
2756,0.945654
2757,0.98038
2758,0.873403
2759,0.910438
2760,0.982119
2761,0.0720821
2762,0.84872
2763,0.759869
2764,0.57272
2765,0.908133
2768,0.595415
2769,0.241606
2770,0.338653
2776,0.918533
2778,0.980565
2788,0.74095
2789,0.741426
2791,0.764823
2792,0.521142
2793,0.93007
2797,0.725839
2799,0.938512
2800,0.965164
2801,0.651508
2805,0.901331
2806,0.566702
2807,0.0632892
2808,0.705988
2811,0.893734
2820,0.905312
2822,0.899751
2824,0.969814
2826,0.949429
2827,0.845793
2828,0.860939
2829,0.448672
2832,0.837126
2835,0.970286
2836,0.783961
2839,0.71553
2840,0.888957
2841,0.76563
2843,0.909106
2849,0.369967
2850,0.75473
2854,0.76493
2856,0.838916
2857,0.924141
2859,0.723859
2860,0.977584
2863,0.965321
2864,0.681568
2865,0.616671
2870,0.813538
2871,0.74382
2872,0.722816
2873,0.62119
2874,0.907373
2876,0.935074
2877,0.554874
2878,0.952402
2880,0.790533
2882,0.837151
2884,0.556233
2885,0.549206
2886,0.612162
2887,0.75395
2894,0.632329
2897,0.754847
2900,0.811881
2903,0.780972
2904,0.909161
2906,0.759393
2908,0.920739
2909,0.698296
2910,0.421473
2911,0.42823
2912,0.858612
2913,0.94567
2915,0.779263
2916,0.600088
2918,0.773662
2924,0.801145
2925,0.801934
2928,0.961062
2929,0.404913
2934,0.915549
2935,0.585511
2938,0.819477
2940,0.649987
2941,0.604208
2942,0.886665
2944,0.916806
2946,0.824467
2947,0.635792
2948,0.772492
2950,0.844358
2952,0.914362
2953,0.890352
2954,0.843454
2956,0.565493
2958,0.537592
2959,0.618908
2961,0.836866
2963,0.713114
2965,0.97855
2967,0.84843
2971,0.668401
2973,0.974629
2974,0.546398
2980,0.863277
2982,0.719129
2983,0.512086
2986,0.919051
2987,0.753975
2988,0.731477
2993,0.896881
2995,0.547883
2998,0.58862
3003,0.846265
3005,0.908928
3006,0.826168
3007,0.792249
3011,0.768434
3013,0.916501
3014,0.352677
3019,0.787965
3020,0.955347
3022,0.688811
3023,0.612351
3024,0.705873
3025,0.673043
3027,0.829006
3029,0.810398
3030,0.565327
3031,0.89224
3032,0.959157
3033,0.565295
3037,0.838742
3041,0.647856
3042,0.746228
3044,0.932258
3045,0.779582
3048,0.820264
3049,0.929918
3053,0.919624
3055,0.820256
3057,0.895813
3058,0.594651
3059,0.722372
3060,0.774649
3061,0.943539
3063,0.851742
3064,0.852971
3065,0.545218
3066,0.94571
3067,0.647331
3068,0.952707
3069,0.9146
3070,0.944232
3071,0.868707
3072,0.938649
3075,0.953635
3077,0.765102
3080,0.929401
3081,0.974995
3082,0.809498
3083,0.980972
3086,0.91813
3089,0.934453
3090,0.814674
3091,0.804451
3092,0.90559
3093,0.946546
3094,0.950662
3097,0.97588
3099,0.718143
3102,0.979932
3103,0.838053
3105,0.973024
3106,0.969323
3107,0.838252
3108,0.923868
3109,0.387333
3114,0.681295
3116,0.262314
3117,0.677206
3119,0.904302
3121,0.688902
3123,0.86627
3124,0.976454
3125,0.884525
3126,0.577179
3128,0.703089
3129,0.811715
3130,0.588893
3131,0.960921
3132,0.896112
3133,0.682523
3134,0.762488
3135,0.713159
3136,0.851818
3137,0.95133
3140,0.901527
3141,0.760403
3143,0.720808
3144,0.794365
3145,0.686316
3147,0.553411
3149,0.769507
3151,0.685772
3154,0.462507
3156,0.901961
3157,0.561069
3158,0.537094
3160,0.760663
3161,0.928678
3162,0.946962
3164,0.891858
3165,0.769312
3168,0.621274
3171,0.939359
3173,0.72766
3174,0.938051
3175,0.628074
3176,0.953084
3177,0.681838
3178,0.588574
3181,0.663011
3182,0.620229
3186,0.981004
3188,0.905457
3190,0.898449
3192,0.692689
3194,0.543114
3195,0.843307
3197,0.748351
3198,0.723674
3202,0.755996
3203,0.563709
3204,0.679237
3207,0.683684
3208,0.769696
3209,0.657709
3210,0.81708
3212,0.119859
3213,0.867077
3214,0.861958
3219,0.65758
3222,0.877163
3224,0.512129
3227,0.62313
3229,0.711771
3230,0.57207
3231,0.803476
3232,0.663847
3233,0.867901
3234,0.984983
3235,0.774078
3237,0.819378
3238,0.913956
3239,0.960298
3240,0.9858
3241,0.835827
3242,0.85589
3243,0.886299
3244,0.791896
3255,0.702766
3256,0.950485
3257,0.798986
3258,0.892544
3259,0.689608
3260,0.90232
3262,0.946282
3263,0.897635
3264,0.654578
3266,0.811279
3267,0.888273
3268,0.649798
3271,0.675028
3274,0.766828
3275,0.974393
3276,0.803818
3277,0.763935
3278,0.401055
3279,0.856054
3280,0.937377
3281,0.694669
3282,0.709695
3283,0.678326
3284,0.592486
3288,0.67888
3290,0.984052
3292,0.74824
3293,0.675526
3295,0.976747
3296,0.791333
3297,0.568795
3299,0.824497
3300,0.869502
3301,0.865512
3307,0.800286
3308,0.641754
3309,0.921679
3311,0.761796
3312,0.102136
3313,0.792704
3321,0.655165
3322,0.739587
3323,0.657051
3325,0.862873
3326,0.946679
3327,0.962465
3328,0.769904
3330,0.916591
3332,0.547702
3333,0.961665
3337,0.373764
3343,0.862336
3344,0.781189
3345,0.450355
3346,0.567022
3350,0.842023
3352,0.947705
3354,0.950583
3355,0.805207
3360,0.887525
3361,0.605793
3364,0.921402
3365,0.786058
3367,0.541305
3370,0.723703
3371,0.350015
3372,0.983091
3374,0.856252
3378,0.601858
3379,0.952513
3380,0.902123
3382,0.782966
3383,0.600539
3384,0.644879
3385,0.772005
3387,0.970966
3388,0.974466
3389,0.714322
3390,0.729357
3392,0.939724
3393,0.89642
3394,0.929524
3395,0.926085
3398,0.563282
3399,0.0897099
3400,0.926295
3403,0.813301
3405,0.716993
3406,0.893849
3407,0.539721
3408,0.802771
3410,0.581646
3414,0.521569
3417,0.978538
3418,0.972192
3421,0.752552
3422,0.933684
3426,0.928171
3427,0.814192
3435,0.62969
3436,0.971356
3437,0.797639
3438,0.772124
3439,0.457399
3442,0.985587
3443,0.885125
3444,0.752749
3445,0.722314
3449,0.549944
3450,0.540198
3451,0.911081
3452,0.964963
3453,0.79198
3456,0.3737
3457,0.899223
3458,0.652525
3459,0.618761
3462,0.661954
3466,0.675235
3471,0.595349
3472,0.600289
3474,0.895414
3475,0.946736
3477,0.889343
3478,0.961032
3479,0.794227
3480,0.646868
3482,0.481796
3485,0.616709
3487,0.965454
3488,0.0620981
3493,0.879687
3495,0.960964
3498,0.749658
3500,0.863253
3502,0.652855
3503,0.902649
3504,0.453209
3506,0.736526
3507,0.813683
3508,0.952499
3509,0.9365
3510,0.776501
3511,0.949232
3512,0.88123
3513,0.928109
3515,0.18084
3516,0.775338
3519,0.891005
3521,0.941054
3522,0.862877
3530,0.915807
3531,0.983458
3533,0.653214
3538,0.839822
3539,0.952479
3541,0.924895
3542,0.631809
3543,0.806692
3544,0.849827
3546,0.798983
3547,0.861271
3549,0.888171
3551,0.618721
3555,0.971068
3557,0.365066
3558,0.913098
3559,0.869377
3560,0.442284
3561,0.618027
3563,0.77977
3566,0.491201
